Четверг 25 сен.2025г.  17:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ТАРИФНЫЕ РАССТОЯНИЯ МЕЖДУ СТАНЦИЯМИ НА УЧАСТКАХ ЖЕЛЕЗНЫХ ДОРОГ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Расстояния между станциями Свердловской ж.д. (код дороги 76),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  1) участок 76-001 ""ЧЕПЦА - ПЕРМЬ-СОРТИРОВОЧНАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Чепца,до ст. Пермь-Сортировочная,,,,,,,,,,,
 27.,791311 .,ОП Ост. Пункт 2334 км, 187  км , 228  км ,,,,,,,,,,,
 28.,791326 .,ОП Ост. Пункт 2339 км, 192  км , 223  км ,,,,,,,,,,,
 29.,791400 .,Голышманово, 203  км , 212  км ,,,,,,,,,,,
 30.,791415 .,ОП Ост. Пункт 2354 км, 207  км , 208  км ,,,,,,,,,,,
 31.,791421 .,Гладилово (бп), 214  км , 201  км ,,,,,,,,,,,
 32.,791434 .,Скакуново (обп), 224  км , 191  км ,,,,,,,,,,,
 33.,791453 .,Карасульская, 240  км , 175  км ,,,,,,,,,,,
 34.,791519 .,ОП Ост. Пункт 2394 км, 247  км , 168  км ,,,,,,,,,,,
 35.,791523 .,ОП Опеновка, 252  км , 163  км ,,,,,,,,,,,
 36.,791538 .,Безруково , 263  км , 152  км ,,,,,,,,,,,
 37.,791542 .,ОП Ост. Пункт 2420 км, 273  км , 142  км ,,,,,,,,,,,
 38.,791608 .,Ишим, 281  км , 134  км ,,,,,,,,,,,
 39.,791631 .,ОП Сады, 284  км , 131  км ,,,,,,,,,,,
 40.,791612 .,ОП Ост. Пункт 2436 км, 288  км , 127  км ,,,,,,,,,,,
 41.,791627 .,Малый Остров, 294  км , 121  км ,,,,,,,,,,,
 42.,791740 .,Шаблыкино, 304  км , 111  км ,,,,,,,,,,,
 43.,791716 .,ОП Ост. Пункт 2455 км, 308  км , 107  км ,,,,,,,,,,,
 44.,791720 .,ОП Октябревка, 315  км , 100  км ,,,,,,,,,,,
 45.,791735 .,ОП Ост. Пункт 2467 км, 320  км ,  95  км ,,,,,,,,,,,
 46.,791805 .,Маслянская, 328  км ,  87  км ,,,,,,,,,,,
 47.,791817 .,ОП Ост. Пункт 2480 км, 333  км ,  82  км ,,,,,,,,,,,
 48.,791824 .,ОП Выстрел, 338  км ,  77  км ,,,,,,,,,,,
 49.,791839 .,ОП Ост. Пункт 2490 км, 343  км ,  72  км ,,,,,,,,,,,
 50.,791909 .,Новоандреевский, 349  км ,  66  км ,,,,,,,,,,,
 51.,791913 .,ОП Стрункино, 359  км ,  56  км ,,,,,,,,,,,
 52.,792070 .,Мангут, 371  км ,  44  км ,,,,,,,,,,,
 53.,792013 .,ОП Котино, 375  км ,  40  км ,,,,,,,,,,,
